EMAIL_ID,DEALER_ID,CUSTOMER_ID,CALL_ID,TO_EMAIL,FROM_EMAIL,SUBJECT,STATUS,OPENED_AT,SENT_AT,CREATED_AT
EML00779,DLR001,CUS01204,CALL009523,ashley.moore1203@gmail.com,service@sunshinetoyota.com,CSI Survey - Tell Us About Your Recent Visit to Sunshine Toyota,delivered,,2024-01-07 15:00:00,2024-01-07 15:00:00
EML00780,DLR005,CUS01590,,crystal.jones1589@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-15 17:00:00,2024-01-15 17:00:00
EML00781,DLR001,CUS01636,CALL001358,amanda.white1635@gmail.com,service@sunshinetoyota.com,Your Service Appointment Confirmation - Sunshine Toyota,delivered,,2024-01-23 14:00:00,2024-01-23 14:00:00
EML00782,DLR003,CUS00570,,crystal.jones569@gmail.com,service@lakelandford.com,Your Service Appointment Confirmation - Lakeland Ford,delivered,2024-01-14 21:00:00,2024-01-14 10:00:00,2024-01-14 10:00:00
EML00783,DLR002,CUS00232,CALL011339,lauren.lopez231@gmail.com,service@bayareahonda.com,Your 2022 Ford is Due for Service - Schedule Today,delivered,2024-01-10 11:00:00,2024-01-09 14:00:00,2024-01-09 14:00:00
EML00784,DLR001,CUS00834,,brittany.moore833@gmail.com,service@sunshinetoyota.com,Your Service Appointment Confirmation - Sunshine Toyota,opened,,2024-01-26 10:00:00,2024-01-26 10:00:00
EML00785,DLR001,CUS01065,,kevin.lee1064@gmail.com,service@sunshinetoyota.com,Your 2022 Honda is Due for Service - Schedule Today,opened,,2024-01-01 15:00:00,2024-01-01 15:00:00
EML00786,DLR002,CUS01145,CALL011789,robert.lee1144@gmail.com,service@bayareahonda.com,Recall Notice: Important Safety Information for Your 2022 Toyota,delivered,,2024-01-25 10:00:00,2024-01-25 10:00:00
EML00787,DLR005,CUS00566,CALL004042,amber.white565@gmail.com,service@coastalbmw.com,Exclusive Offer: Save on Your Next Service at Coastal BMW,bounced,,2024-01-11 11:00:00,2024-01-11 11:00:00
EML00788,DLR001,CUS00864,,brittany.moore863@gmail.com,service@sunshinetoyota.com,Recall Notice: Important Safety Information for Your 2021 Toyota,delivered,,2024-01-30 12:00:00,2024-01-30 12:00:00
EML00789,DLR005,CUS00918,CALL009827,rachel.robinson917@gmail.com,service@coastalbmw.com,Your Service Appointment Confirmation - Coastal BMW,opened,,2024-01-18 08:00:00,2024-01-18 08:00:00
EML00790,DLR003,CUS00436,,amanda.white435@gmail.com,service@lakelandford.com,Your Service Appointment Confirmation - Lakeland Ford,delivered,,2024-01-17 10:00:00,2024-01-17 10:00:00
EML00791,DLR002,CUS01311,,eric.davis1310@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,opened,,2024-01-05 20:00:00,2024-01-05 20:00:00
EML00792,DLR002,CUS01262,,maria.lopez1261@gmail.com,service@bayareahonda.com,CSI Survey - Tell Us About Your Recent Visit to Bay Area Honda,delivered,,2024-01-29 19:00:00,2024-01-29 19:00:00
EML00793,DLR005,CUS01012,CALL005201,lauren.lopez1011@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,delivered,2024-01-27 06:00:00,2024-01-26 11:00:00,2024-01-26 11:00:00
EML00794,DLR003,CUS01154,CALL002297,nicole.moore1153@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,delivered,,2024-01-17 14:00:00,2024-01-17 14:00:00
EML00795,DLR004,CUS01595,,robert.lee1594@gmail.com,service@gulfcoastchevrolet.com,Thank You for Visiting Gulf Coast Chevrolet,delivered,,2024-01-26 18:00:00,2024-01-26 18:00:00
EML00796,DLR001,CUS01222,CALL007659,lauren.lopez1221@gmail.com,service@sunshinetoyota.com,Your 2019 Honda is Due for Service - Schedule Today,opened,2024-01-25 03:00:00,2024-01-24 08:00:00,2024-01-24 08:00:00
EML00797,DLR005,CUS00351,CALL010485,eric.davis350@gmail.com,service@coastalbmw.com,Your 2019 Chevrolet is Due for Service - Schedule Today,delivered,,2024-01-01 16:00:00,2024-01-01 16:00:00
EML00798,DLR003,CUS00151,CALL014322,james.davis150@gmail.com,service@lakelandford.com,Your 2021 Chevrolet is Due for Service - Schedule Today,opened,2024-01-07 01:00:00,2024-01-05 10:00:00,2024-01-05 10:00:00
EML00799,DLR005,CUS00046,,amanda.white45@gmail.com,service@coastalbmw.com,Thank You for Visiting Coastal BMW,delivered,2024-01-20 08:00:00,2024-01-19 14:00:00,2024-01-19 14:00:00
EML00800,DLR004,CUS01446,,jennifer.white1445@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2021 Honda Tire Rotation,delivered,,2024-01-30 12:00:00,2024-01-30 12:00:00
EML00801,DLR005,CUS01550,,heather.jones1549@gmail.com,service@coastalbmw.com,Exclusive Offer: Save on Your Next Service at Coastal BMW,opened,,2024-01-06 11:00:00,2024-01-06 11:00:00
EML00802,DLR005,CUS00818,CALL002392,jessica.robinson817@gmail.com,service@coastalbmw.com,Your 2021 Honda is Due for Service - Schedule Today,opened,,2024-01-07 11:00:00,2024-01-07 11:00:00
EML00803,DLR001,CUS01144,,ashley.moore1143@gmail.com,service@sunshinetoyota.com,Recall Notice: Important Safety Information for Your 2019 Toyota,opened,2024-01-28 07:00:00,2024-01-27 17:00:00,2024-01-27 17:00:00
EML00804,DLR002,CUS01628,,jessica.robinson1627@gmail.com,service@bayareahonda.com,Your 2022 BMW is Due for Service - Schedule Today,delivered,,2024-01-30 16:00:00,2024-01-30 16:00:00
EML00805,DLR005,CUS01571,CALL004574,carlos.davis1570@gmail.com,service@coastalbmw.com,Thank You for Visiting Coastal BMW,opened,2024-01-28 04:00:00,2024-01-26 12:00:00,2024-01-26 12:00:00
EML00806,DLR001,CUS01708,,danielle.robinson1707@gmail.com,service@sunshinetoyota.com,Lease Maturity Notice - Your Options Await,delivered,2024-01-20 18:00:00,2024-01-19 10:00:00,2024-01-19 10:00:00
EML00807,DLR003,CUS01683,,david.anderson1682@gmail.com,service@lakelandford.com,Your 2022 Toyota is Due for Service - Schedule Today,opened,,2024-01-18 16:00:00,2024-01-18 16:00:00
EML00808,DLR001,CUS00899,,steven.johnson898@gmail.com,service@sunshinetoyota.com,Exclusive Offer: Save on Your Next Service at Sunshine Toyota,delivered,,2024-01-09 13:00:00,2024-01-09 13:00:00
EML00809,DLR003,CUS00680,CALL012400,heather.jones679@gmail.com,service@lakelandford.com,Your Service Appointment Confirmation - Lakeland Ford,opened,2024-01-15 20:00:00,2024-01-14 09:00:00,2024-01-14 09:00:00
EML00810,DLR004,CUS01366,,amanda.white1365@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,delivered,,2024-01-21 17:00:00,2024-01-21 17:00:00
EML00811,DLR004,CUS01690,CALL014451,melissa.jones1689@gmail.com,service@gulfcoastchevrolet.com,Recall Notice: Important Safety Information for Your 2020 Honda,delivered,2024-01-18 19:00:00,2024-01-17 20:00:00,2024-01-17 20:00:00
EML00812,DLR002,CUS00901,CALL007733,james.davis900@gmail.com,service@bayareahonda.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-23 19:00:00,2024-01-23 19:00:00
EML00813,DLR005,CUS00250,,melissa.jones249@gmail.com,service@coastalbmw.com,Exclusive Offer: Save on Your Next Service at Coastal BMW,opened,,2024-01-20 13:00:00,2024-01-20 13:00:00
EML00814,DLR003,CUS00122,,maria.lopez121@gmail.com,service@lakelandford.com,Recall Notice: Important Safety Information for Your 2019 Honda,delivered,2024-01-03 09:00:00,2024-01-02 18:00:00,2024-01-02 18:00:00
EML00815,DLR002,CUS01288,,danielle.robinson1287@gmail.com,service@bayareahonda.com,Lease Maturity Notice - Your Options Await,delivered,2024-01-16 23:00:00,2024-01-16 13:00:00,2024-01-16 13:00:00
EML00816,DLR005,CUS00063,,david.anderson62@gmail.com,service@coastalbmw.com,Service Reminder: 2021 Honda Battery Replacement,opened,,2024-01-18 16:00:00,2024-01-18 16:00:00
EML00817,DLR003,CUS01453,CALL006120,luis.anderson1452@gmail.com,service@lakelandford.com,Service Reminder: 2021 Honda Cabin Filter Replacement,opened,,2024-01-03 10:00:00,2024-01-03 10:00:00
EML00818,DLR005,CUS01070,CALL001795,heather.jones1069@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-08 09:00:00,2024-01-08 09:00:00
EML00819,DLR004,CUS00423,CALL014990,david.anderson422@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,opened,2024-01-20 16:00:00,2024-01-18 17:00:00,2024-01-18 17:00:00
EML00820,DLR001,CUS00748,CALL002996,danielle.robinson747@gmail.com,service@sunshinetoyota.com,Recall Notice: Important Safety Information for Your 2022 Chevrolet,opened,,2024-01-07 08:00:00,2024-01-07 08:00:00
EML00821,DLR001,CUS01530,CALL004757,crystal.jones1529@gmail.com,service@sunshinetoyota.com,Service Reminder: 2020 BMW Brake Inspection,opened,2024-01-09 03:00:00,2024-01-08 19:00:00,2024-01-08 19:00:00
EML00822,DLR003,CUS01709,CALL012722,steven.johnson1708@gmail.com,service@lakelandford.com,Service Reminder: 2020 Honda Multi-Point Inspection,delivered,,2024-01-27 12:00:00,2024-01-27 12:00:00
EML00823,DLR001,CUS01620,CALL013650,crystal.jones1619@gmail.com,service@sunshinetoyota.com,Recall Notice: Important Safety Information for Your 2019 Ford,delivered,,2024-01-14 17:00:00,2024-01-14 17:00:00
EML00824,DLR003,CUS01783,,luis.anderson1782@gmail.com,service@lakelandford.com,Your 2022 Honda is Due for Service - Schedule Today,opened,2024-01-04 19:00:00,2024-01-02 19:00:00,2024-01-02 19:00:00
EML00825,DLR005,CUS01380,,crystal.jones1379@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,unsubscribed,,2024-01-30 10:00:00,2024-01-30 10:00:00
EML00826,DLR001,CUS00007,,michael.clark6@gmail.com,service@sunshinetoyota.com,Your 2020 BMW is Due for Service - Schedule Today,delivered,2024-01-15 02:00:00,2024-01-14 08:00:00,2024-01-14 08:00:00
EML00827,DLR001,CUS01091,,carlos.davis1090@gmail.com,service@sunshinetoyota.com,Your Service Appointment Confirmation - Sunshine Toyota,opened,2024-01-31 08:00:00,2024-01-30 14:00:00,2024-01-30 14:00:00
EML00828,DLR004,CUS01246,,amanda.white1245@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,opened,2024-01-15 07:00:00,2024-01-14 09:00:00,2024-01-14 09:00:00
EML00829,DLR004,CUS01018,,danielle.robinson1017@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,delivered,,2024-01-29 11:00:00,2024-01-29 11:00:00
EML00830,DLR001,CUS00172,,lauren.lopez171@gmail.com,service@sunshinetoyota.com,Recall Notice: Important Safety Information for Your 2019 Honda,opened,,2024-01-09 19:00:00,2024-01-09 19:00:00
EML00831,DLR003,CUS01931,CALL000289,carlos.davis1930@gmail.com,service@lakelandford.com,Exclusive Offer: Save on Your Next Service at Lakeland Ford,delivered,,2024-01-20 19:00:00,2024-01-20 19:00:00
EML00832,DLR005,CUS01128,,rachel.robinson1127@gmail.com,service@coastalbmw.com,Your Service Appointment Confirmation - Coastal BMW,delivered,,2024-01-25 08:00:00,2024-01-25 08:00:00
EML00833,DLR004,CUS01901,,carlos.davis1900@gmail.com,service@gulfcoastchevrolet.com,Your 2021 Ford is Due for Service - Schedule Today,delivered,,2024-01-09 20:00:00,2024-01-09 20:00:00
EML00834,DLR001,CUS01553,,daniel.anderson1552@gmail.com,service@sunshinetoyota.com,Your 2020 Chevrolet is Due for Service - Schedule Today,delivered,2024-01-07 11:00:00,2024-01-06 13:00:00,2024-01-06 13:00:00
EML00835,DLR002,CUS01848,,rachel.robinson1847@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,delivered,,2024-01-04 11:00:00,2024-01-04 11:00:00
EML00836,DLR005,CUS00578,,jessica.robinson577@gmail.com,service@coastalbmw.com,Exclusive Offer: Save on Your Next Service at Coastal BMW,delivered,,2024-01-28 17:00:00,2024-01-28 17:00:00
EML00837,DLR004,CUS01852,,lauren.lopez1851@gmail.com,service@gulfcoastchevrolet.com,Recall Notice: Important Safety Information for Your 2022 Honda,opened,,2024-01-27 08:00:00,2024-01-27 08:00:00
EML00838,DLR002,CUS00533,,daniel.anderson532@gmail.com,service@bayareahonda.com,CSI Survey - Tell Us About Your Recent Visit to Bay Area Honda,opened,2024-01-06 20:00:00,2024-01-04 20:00:00,2024-01-04 20:00:00
EML00839,DLR002,CUS00895,CALL004081,anthony.lee894@gmail.com,service@bayareahonda.com,Lease Maturity Notice - Your Options Await,opened,,2024-01-05 13:00:00,2024-01-05 13:00:00
EML00840,DLR001,CUS00314,,nicole.moore313@gmail.com,service@sunshinetoyota.com,Service Reminder: 2020 Honda Coolant Flush,opened,2024-01-09 10:00:00,2024-01-07 17:00:00,2024-01-07 17:00:00
EML00841,DLR004,CUS01881,,eric.davis1880@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2019 Ford Oil Change,bounced,,2024-01-29 11:00:00,2024-01-29 11:00:00
EML00842,DLR002,CUS01406,CALL007846,amber.white1405@gmail.com,service@bayareahonda.com,Service Reminder: 2020 BMW Tire Rotation,delivered,,2024-01-13 08:00:00,2024-01-13 08:00:00
EML00843,DLR001,CUS01218,,rachel.robinson1217@gmail.com,service@sunshinetoyota.com,Exclusive Offer: Save on Your Next Service at Sunshine Toyota,delivered,2024-01-14 16:00:00,2024-01-13 16:00:00,2024-01-13 16:00:00
EML00844,DLR005,CUS01301,CALL004824,carlos.davis1300@gmail.com,service@coastalbmw.com,CSI Survey - Tell Us About Your Recent Visit to Coastal BMW,delivered,,2024-01-28 13:00:00,2024-01-28 13:00:00
EML00845,DLR001,CUS00880,CALL004485,melissa.jones879@gmail.com,service@sunshinetoyota.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-07 16:00:00,2024-01-07 16:00:00
EML00846,DLR002,CUS00077,,brian.clark76@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,delivered,,2024-01-16 18:00:00,2024-01-16 18:00:00
EML00847,DLR004,CUS01794,,brittany.moore1793@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,opened,,2024-01-19 19:00:00,2024-01-19 19:00:00
EML00848,DLR003,CUS00914,,nicole.moore913@gmail.com,service@lakelandford.com,Exclusive Offer: Save on Your Next Service at Lakeland Ford,delivered,2024-01-30 07:00:00,2024-01-29 19:00:00,2024-01-29 19:00:00
EML00849,DLR004,CUS01343,,daniel.anderson1342@gmail.com,service@gulfcoastchevrolet.com,Lease Maturity Notice - Your Options Await,opened,2024-01-28 20:00:00,2024-01-27 20:00:00,2024-01-27 20:00:00
EML00850,DLR004,CUS01321,CALL008088,james.davis1320@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,opened,,2024-01-13 11:00:00,2024-01-13 11:00:00
EML00851,DLR004,CUS01520,,heather.jones1519@gmail.com,service@gulfcoastchevrolet.com,Recall Notice: Important Safety Information for Your 2020 Honda,delivered,,2024-01-29 14:00:00,2024-01-29 14:00:00
EML00852,DLR004,CUS00872,CALL014715,maria.lopez871@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,opened,,2024-01-18 11:00:00,2024-01-18 11:00:00
EML00853,DLR002,CUS00126,,jennifer.white125@gmail.com,service@bayareahonda.com,Your 2020 Honda is Due for Service - Schedule Today,opened,,2024-01-06 19:00:00,2024-01-06 19:00:00
EML00854,DLR004,CUS01514,,nicole.moore1513@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,delivered,,2024-01-25 18:00:00,2024-01-25 18:00:00
EML00855,DLR003,CUS00738,,rachel.robinson737@gmail.com,service@lakelandford.com,Service Reminder: 2020 Toyota Coolant Flush,delivered,,2024-01-07 14:00:00,2024-01-07 14:00:00
EML00856,DLR004,CUS00123,,david.anderson122@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,unsubscribed,,2024-01-03 10:00:00,2024-01-03 10:00:00
EML00857,DLR002,CUS01760,,heather.jones1759@gmail.com,service@bayareahonda.com,Lease Maturity Notice - Your Options Await,delivered,2024-01-10 19:00:00,2024-01-10 08:00:00,2024-01-10 08:00:00
EML00858,DLR003,CUS01664,CALL010566,nicole.moore1663@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,delivered,,2024-01-18 12:00:00,2024-01-18 12:00:00
EML00859,DLR004,CUS01348,CALL005821,danielle.robinson1347@gmail.com,service@gulfcoastchevrolet.com,Thank You for Visiting Gulf Coast Chevrolet,opened,2024-01-11 15:00:00,2024-01-10 14:00:00,2024-01-10 14:00:00
EML00860,DLR005,CUS01609,,jason.johnson1608@gmail.com,service@coastalbmw.com,Your 2021 Honda is Due for Service - Schedule Today,opened,,2024-01-03 14:00:00,2024-01-03 14:00:00
EML00861,DLR003,CUS00237,,mark.clark236@gmail.com,service@lakelandford.com,CSI Survey - Tell Us About Your Recent Visit to Lakeland Ford,opened,,2024-01-04 12:00:00,2024-01-04 12:00:00
EML00862,DLR002,CUS01996,,amanda.white1995@gmail.com,service@bayareahonda.com,Thank You for Visiting Bay Area Honda,opened,2024-01-28 23:00:00,2024-01-27 17:00:00,2024-01-27 17:00:00
EML00863,DLR001,CUS01068,CALL005048,rachel.robinson1067@gmail.com,service@sunshinetoyota.com,Your 2022 Chevrolet is Due for Service - Schedule Today,opened,2024-01-18 09:00:00,2024-01-16 20:00:00,2024-01-16 20:00:00
EML00864,DLR004,CUS00385,CALL003995,anthony.lee384@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,bounced,2024-01-21 17:00:00,2024-01-20 08:00:00,2024-01-20 08:00:00
EML00865,DLR005,CUS01716,,jennifer.white1715@gmail.com,service@coastalbmw.com,Recall Notice: Important Safety Information for Your 2019 Toyota,delivered,,2024-01-23 14:00:00,2024-01-23 14:00:00
EML00866,DLR003,CUS01532,,maria.lopez1531@gmail.com,service@lakelandford.com,Recall Notice: Important Safety Information for Your 2022 Ford,delivered,,2024-01-04 14:00:00,2024-01-04 14:00:00
EML00867,DLR001,CUS01691,CALL007963,carlos.davis1690@gmail.com,service@sunshinetoyota.com,Your 2020 BMW is Due for Service - Schedule Today,delivered,,2024-01-19 09:00:00,2024-01-19 09:00:00
EML00868,DLR005,CUS00310,,melissa.jones309@gmail.com,service@coastalbmw.com,Service Reminder: 2021 BMW Recall Repair,delivered,,2024-01-01 15:00:00,2024-01-01 15:00:00
EML00869,DLR001,CUS00075,,kevin.lee74@gmail.com,service@sunshinetoyota.com,Recall Notice: Important Safety Information for Your 2020 Ford,delivered,,2024-01-15 14:00:00,2024-01-15 14:00:00
EML00870,DLR004,CUS01626,,jennifer.white1625@gmail.com,service@gulfcoastchevrolet.com,Lease Maturity Notice - Your Options Await,opened,2024-01-17 14:00:00,2024-01-15 15:00:00,2024-01-15 15:00:00
EML00871,DLR002,CUS00923,,daniel.anderson922@gmail.com,service@bayareahonda.com,CSI Survey - Tell Us About Your Recent Visit to Bay Area Honda,delivered,,2024-01-25 13:00:00,2024-01-25 13:00:00
EML00872,DLR005,CUS00536,,amber.white535@gmail.com,service@coastalbmw.com,Your Service Appointment Confirmation - Coastal BMW,delivered,,2024-01-05 12:00:00,2024-01-05 12:00:00
EML00873,DLR004,CUS01268,,jessica.robinson1267@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2019 Honda Tire Purchase,delivered,2024-01-11 21:00:00,2024-01-10 19:00:00,2024-01-10 19:00:00
EML00874,DLR002,CUS01079,,steven.johnson1078@gmail.com,service@bayareahonda.com,Thank You for Visiting Bay Area Honda,delivered,,2024-01-21 18:00:00,2024-01-21 18:00:00
EML00875,DLR002,CUS01423,,luis.anderson1422@gmail.com,service@bayareahonda.com,Thank You for Visiting Bay Area Honda,delivered,,2024-01-18 13:00:00,2024-01-18 13:00:00
EML00876,DLR003,CUS00111,CALL005288,eric.davis110@gmail.com,service@lakelandford.com,Your Service Appointment Confirmation - Lakeland Ford,opened,,2024-01-29 17:00:00,2024-01-29 17:00:00
EML00877,DLR005,CUS01523,,daniel.anderson1522@gmail.com,service@coastalbmw.com,Thank You for Visiting Coastal BMW,delivered,2024-01-31 05:00:00,2024-01-29 09:00:00,2024-01-29 09:00:00
EML00878,DLR005,CUS00979,CALL001043,jason.johnson978@gmail.com,service@coastalbmw.com,Thank You for Visiting Coastal BMW,opened,2024-01-21 05:00:00,2024-01-19 15:00:00,2024-01-19 15:00:00
EML00879,DLR005,CUS00350,,heather.jones349@gmail.com,service@coastalbmw.com,Service Reminder: 2019 Honda Oil Change,opened,,2024-01-28 19:00:00,2024-01-28 19:00:00
EML00880,DLR003,CUS00806,,amber.white805@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,opened,2024-01-30 12:00:00,2024-01-29 10:00:00,2024-01-29 10:00:00
EML00881,DLR001,CUS00366,,jennifer.white365@gmail.com,service@sunshinetoyota.com,Recall Notice: Important Safety Information for Your 2021 Ford,delivered,2024-01-19 21:00:00,2024-01-19 09:00:00,2024-01-19 09:00:00
EML00882,DLR002,CUS01662,,stephanie.lopez1661@gmail.com,service@bayareahonda.com,Your 2020 Ford is Due for Service - Schedule Today,delivered,2024-01-16 12:00:00,2024-01-14 14:00:00,2024-01-14 14:00:00
EML00883,DLR002,CUS00519,,william.johnson518@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,delivered,,2024-01-15 10:00:00,2024-01-15 10:00:00
EML00884,DLR001,CUS01505,,robert.lee1504@gmail.com,service@sunshinetoyota.com,Service Reminder: 2022 BMW Brake Pad Replacement,delivered,2024-01-26 05:00:00,2024-01-25 17:00:00,2024-01-25 17:00:00
EML00885,DLR005,CUS01321,,james.davis1320@gmail.com,service@coastalbmw.com,Exclusive Offer: Save on Your Next Service at Coastal BMW,opened,2024-01-02 07:00:00,2024-01-01 20:00:00,2024-01-01 20:00:00
EML00886,DLR001,CUS01511,,carlos.davis1510@gmail.com,service@sunshinetoyota.com,CSI Survey - Tell Us About Your Recent Visit to Sunshine Toyota,opened,2024-01-03 22:00:00,2024-01-03 08:00:00,2024-01-03 08:00:00
EML00887,DLR005,CUS00185,,robert.lee184@gmail.com,service@coastalbmw.com,Service Reminder: 2019 BMW Warranty Repair,opened,2024-01-06 19:00:00,2024-01-06 15:00:00,2024-01-06 15:00:00
EML00888,DLR005,CUS01161,,eric.davis1160@gmail.com,service@coastalbmw.com,Service Reminder: 2020 Chevrolet Brake Inspection,delivered,2024-01-26 12:00:00,2024-01-25 11:00:00,2024-01-25 11:00:00
EML00889,DLR004,CUS00187,,michael.clark186@gmail.com,service@gulfcoastchevrolet.com,Your 2019 Chevrolet is Due for Service - Schedule Today,opened,,2024-01-20 12:00:00,2024-01-20 12:00:00
EML00890,DLR002,CUS01439,,steven.johnson1438@gmail.com,service@bayareahonda.com,Lease Maturity Notice - Your Options Await,delivered,2024-01-22 02:00:00,2024-01-21 09:00:00,2024-01-21 09:00:00
EML00891,DLR002,CUS00920,,heather.jones919@gmail.com,service@bayareahonda.com,Your 2021 Honda is Due for Service - Schedule Today,delivered,2024-01-12 00:00:00,2024-01-11 19:00:00,2024-01-11 19:00:00
EML00892,DLR004,CUS00057,,mark.clark56@gmail.com,service@gulfcoastchevrolet.com,Exclusive Offer: Save on Your Next Service at Gulf Coast Chevrolet,delivered,,2024-01-26 10:00:00,2024-01-26 10:00:00
EML00893,DLR003,CUS01451,CALL007283,carlos.davis1450@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,opened,2024-01-27 23:00:00,2024-01-26 17:00:00,2024-01-26 17:00:00
EML00894,DLR003,CUS00266,,amber.white265@gmail.com,service@lakelandford.com,Exclusive Offer: Save on Your Next Service at Lakeland Ford,delivered,,2024-01-20 10:00:00,2024-01-20 10:00:00
EML00895,DLR005,CUS00184,CALL008724,ashley.moore183@gmail.com,service@coastalbmw.com,CSI Survey - Tell Us About Your Recent Visit to Coastal BMW,opened,,2024-01-30 12:00:00,2024-01-30 12:00:00
EML00896,DLR002,CUS00535,CALL006397,anthony.lee534@gmail.com,service@bayareahonda.com,Your 2020 BMW is Due for Service - Schedule Today,unsubscribed,,2024-01-12 08:00:00,2024-01-12 08:00:00
EML00897,DLR005,CUS01721,CALL000349,carlos.davis1720@gmail.com,service@coastalbmw.com,Recall Notice: Important Safety Information for Your 2019 Chevrolet,delivered,,2024-01-29 18:00:00,2024-01-29 18:00:00
EML00898,DLR003,CUS01735,,anthony.lee1734@gmail.com,service@lakelandford.com,Recall Notice: Important Safety Information for Your 2019 Toyota,delivered,,2024-01-24 10:00:00,2024-01-24 10:00:00
EML00899,DLR001,CUS00867,,mark.clark866@gmail.com,service@sunshinetoyota.com,Service Reminder: 2019 BMW Brake Inspection,delivered,,2024-01-20 10:00:00,2024-01-20 10:00:00
EML00900,DLR003,CUS01606,,amanda.white1605@gmail.com,service@lakelandford.com,Service Reminder: 2019 BMW Fuel System Service,opened,2024-01-28 17:00:00,2024-01-27 19:00:00,2024-01-27 19:00:00
EML00901,DLR004,CUS01245,,kevin.lee1244@gmail.com,service@gulfcoastchevrolet.com,Your 2020 Chevrolet is Due for Service - Schedule Today,delivered,2024-01-21 22:00:00,2024-01-21 12:00:00,2024-01-21 12:00:00
EML00902,DLR001,CUS01656,,jennifer.white1655@gmail.com,service@sunshinetoyota.com,Your 2019 BMW is Due for Service - Schedule Today,opened,,2024-01-26 20:00:00,2024-01-26 20:00:00
EML00903,DLR004,CUS01384,,ashley.moore1383@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2019 Chevrolet Brake Inspection,opened,,2024-01-09 17:00:00,2024-01-09 17:00:00
EML00904,DLR001,CUS00983,CALL002885,daniel.anderson982@gmail.com,service@sunshinetoyota.com,Lease Maturity Notice - Your Options Await,bounced,2024-01-12 22:00:00,2024-01-12 11:00:00,2024-01-12 11:00:00
EML00905,DLR002,CUS01472,CALL004701,maria.lopez1471@gmail.com,service@bayareahonda.com,Thank You for Visiting Bay Area Honda,opened,2024-01-26 21:00:00,2024-01-26 09:00:00,2024-01-26 09:00:00
EML00906,DLR001,CUS01609,,jason.johnson1608@gmail.com,service@sunshinetoyota.com,Recall Notice: Important Safety Information for Your 2019 Toyota,bounced,,2024-01-27 18:00:00,2024-01-27 18:00:00
EML00907,DLR005,CUS00912,CALL007891,stephanie.lopez911@gmail.com,service@coastalbmw.com,Your Service Appointment Confirmation - Coastal BMW,opened,,2024-01-18 17:00:00,2024-01-18 17:00:00
EML00908,DLR003,CUS01786,,amanda.white1785@gmail.com,service@lakelandford.com,CSI Survey - Tell Us About Your Recent Visit to Lakeland Ford,bounced,2024-01-30 18:00:00,2024-01-30 09:00:00,2024-01-30 09:00:00
EML00909,DLR004,CUS00929,,steven.johnson928@gmail.com,service@gulfcoastchevrolet.com,Thank You for Visiting Gulf Coast Chevrolet,opened,2024-01-11 14:00:00,2024-01-10 15:00:00,2024-01-10 15:00:00
EML00910,DLR003,CUS01192,CALL008684,lauren.lopez1191@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,delivered,,2024-01-10 20:00:00,2024-01-10 20:00:00
