CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,CITY,STATE,ZIP_CODE,OPT_IN_SMS,OPT_IN_EMAIL,DO_NOT_CALL,CREATED_AT
CUS00529,Jason,Johnson,jason.johnson528@gmail.com,(772) 573-3203,Lakeland,FL,32842,True,True,False,2020-12-01
CUS00530,Heather,Jones,heather.jones529@gmail.com,(754) 288-3985,Gainesville,FL,32238,False,True,False,2021-12-14
CUS00531,Eric,Davis,eric.davis530@gmail.com,(863) 558-7283,Tallahassee,FL,33584,False,False,False,2022-10-19
CUS00532,Lauren,Lopez,lauren.lopez531@gmail.com,(772) 460-4921,Pensacola,FL,32703,True,True,False,2023-06-20
CUS00533,Daniel,Anderson,daniel.anderson532@gmail.com,(772) 339-3827,Cape Coral,FL,33244,True,False,False,2023-05-09
CUS00534,Brittany,Moore,brittany.moore533@gmail.com,(813) 502-5221,Fort Myers,FL,34368,True,True,False,2023-04-26
CUS00535,Anthony,Lee,anthony.lee534@gmail.com,(954) 302-7354,Naples,FL,34152,True,True,False,2021-06-07
CUS00536,Amber,White,amber.white535@gmail.com,(941) 503-3122,Bonita Springs,FL,34771,False,True,False,2023-01-27
CUS00537,Mark,Clark,mark.clark536@gmail.com,(954) 340-5148,Bradenton,FL,32943,False,True,False,2021-05-01
CUS00538,Danielle,Robinson,danielle.robinson537@gmail.com,(727) 277-8423,Ocala,FL,33944,False,True,False,2022-01-23
CUS00539,Steven,Johnson,steven.johnson538@gmail.com,(772) 358-2364,Daytona Beach,FL,34530,True,True,False,2023-01-19
CUS00540,Crystal,Jones,crystal.jones539@gmail.com,(321) 395-2480,Melbourne,FL,34647,True,True,False,2021-04-19
CUS00541,James,Davis,james.davis540@gmail.com,(321) 314-7583,Tampa,FL,32197,True,False,False,2022-02-11
CUS00542,Maria,Lopez,maria.lopez541@gmail.com,(754) 778-1868,St. Petersburg,FL,34606,False,True,False,2023-07-27
CUS00543,David,Anderson,david.anderson542@gmail.com,(772) 817-3405,Orlando,FL,32715,True,True,False,2023-01-10
CUS00544,Ashley,Moore,ashley.moore543@gmail.com,(904) 808-5855,Jacksonville,FL,32948,True,True,False,2020-09-12
CUS00545,Robert,Lee,robert.lee544@gmail.com,(941) 512-8872,Miami,FL,32508,False,False,False,2020-03-25
CUS00546,Jennifer,White,jennifer.white545@gmail.com,(941) 237-3384,Fort Lauderdale,FL,32250,True,True,False,2020-02-21
CUS00547,Michael,Clark,michael.clark546@gmail.com,(954) 376-2758,Clearwater,FL,32162,False,True,False,2020-01-21
CUS00548,Jessica,Robinson,jessica.robinson547@gmail.com,(772) 464-7393,Sarasota,FL,33938,True,False,False,2021-03-06
CUS00549,William,Johnson,william.johnson548@gmail.com,(386) 500-7399,Lakeland,FL,33785,True,True,False,2021-04-11
CUS00550,Melissa,Jones,melissa.jones549@gmail.com,(863) 737-8299,Gainesville,FL,32811,True,True,False,2020-09-08
CUS00551,Carlos,Davis,carlos.davis550@gmail.com,(407) 831-5087,Tallahassee,FL,32187,True,True,False,2023-02-25
CUS00552,Stephanie,Lopez,stephanie.lopez551@gmail.com,(772) 750-7596,Pensacola,FL,34830,True,False,False,2021-02-17
CUS00553,Luis,Anderson,luis.anderson552@gmail.com,(239) 419-7491,Cape Coral,FL,33517,False,True,False,2020-11-08
CUS00554,Nicole,Moore,nicole.moore553@gmail.com,(239) 500-1144,Fort Myers,FL,32909,True,False,False,2022-10-29
CUS00555,Kevin,Lee,kevin.lee554@gmail.com,(904) 524-6754,Naples,FL,32101,False,False,False,2020-12-16
CUS00556,Amanda,White,amanda.white555@gmail.com,(407) 200-2485,Bonita Springs,FL,33794,True,True,False,2021-12-22
CUS00557,Brian,Clark,brian.clark556@gmail.com,(407) 236-1632,Bradenton,FL,34556,False,True,False,2023-09-10
CUS00558,Rachel,Robinson,rachel.robinson557@gmail.com,(305) 970-9492,Ocala,FL,32427,False,True,False,2022-12-27
CUS00559,Jason,Johnson,jason.johnson558@gmail.com,(305) 253-2696,Daytona Beach,FL,33621,True,False,False,2023-08-12
CUS00560,Heather,Jones,heather.jones559@gmail.com,(321) 767-6032,Melbourne,FL,34952,True,True,False,2020-12-12
CUS00561,Eric,Davis,eric.davis560@gmail.com,(407) 757-1039,Tampa,FL,32111,False,True,False,2021-11-16
CUS00562,Lauren,Lopez,lauren.lopez561@gmail.com,(904) 338-1236,St. Petersburg,FL,32173,True,True,False,2023-05-04
CUS00563,Daniel,Anderson,daniel.anderson562@gmail.com,(321) 659-3594,Orlando,FL,32872,True,True,False,2023-02-19
CUS00564,Brittany,Moore,brittany.moore563@gmail.com,(352) 717-7838,Jacksonville,FL,33163,True,True,False,2021-08-18
CUS00565,Anthony,Lee,anthony.lee564@gmail.com,(941) 629-7852,Miami,FL,32928,False,True,False,2020-03-15
CUS00566,Amber,White,amber.white565@gmail.com,(904) 532-1770,Fort Lauderdale,FL,32010,True,True,False,2021-05-24
CUS00567,Mark,Clark,mark.clark566@gmail.com,(407) 339-7310,Clearwater,FL,34910,True,True,False,2020-09-25
CUS00568,Danielle,Robinson,danielle.robinson567@gmail.com,(386) 483-6497,Sarasota,FL,32038,True,True,False,2021-09-30
CUS00569,Steven,Johnson,steven.johnson568@gmail.com,(863) 226-7838,Lakeland,FL,32865,True,True,False,2021-02-12
CUS00570,Crystal,Jones,crystal.jones569@gmail.com,(727) 355-3656,Gainesville,FL,33943,True,True,False,2023-05-22
CUS00571,James,Davis,james.davis570@gmail.com,(754) 492-1899,Tallahassee,FL,33542,True,False,False,2023-04-05
CUS00572,Maria,Lopez,maria.lopez571@gmail.com,(352) 483-7455,Pensacola,FL,32965,False,True,False,2020-10-01
CUS00573,David,Anderson,david.anderson572@gmail.com,(386) 305-2033,Cape Coral,FL,34645,True,True,False,2021-09-05
CUS00574,Ashley,Moore,ashley.moore573@gmail.com,(386) 577-2095,Fort Myers,FL,34913,True,True,False,2021-03-15
CUS00575,Robert,Lee,robert.lee574@gmail.com,(239) 420-8235,Naples,FL,32263,True,True,False,2023-07-06
CUS00576,Jennifer,White,jennifer.white575@gmail.com,(239) 263-2426,Bonita Springs,FL,34087,True,True,False,2023-08-31
CUS00577,Michael,Clark,michael.clark576@gmail.com,(352) 598-2698,Bradenton,FL,34934,False,True,False,2020-11-05
CUS00578,Jessica,Robinson,jessica.robinson577@gmail.com,(407) 675-2559,Ocala,FL,33924,False,True,False,2023-03-13
CUS00579,William,Johnson,william.johnson578@gmail.com,(727) 532-5799,Daytona Beach,FL,32426,True,True,False,2022-08-13
CUS00580,Melissa,Jones,melissa.jones579@gmail.com,(239) 420-1922,Melbourne,FL,32282,True,True,False,2023-05-15
CUS00581,Carlos,Davis,carlos.davis580@gmail.com,(561) 230-1811,Tampa,FL,32397,True,True,False,2022-03-05
CUS00582,Stephanie,Lopez,stephanie.lopez581@gmail.com,(754) 592-3141,St. Petersburg,FL,33460,False,True,False,2020-06-13
CUS00583,Luis,Anderson,luis.anderson582@gmail.com,(727) 305-1238,Orlando,FL,32406,True,True,False,2020-02-15
CUS00584,Nicole,Moore,nicole.moore583@gmail.com,(305) 774-4020,Jacksonville,FL,32142,True,True,False,2022-08-18
CUS00585,Kevin,Lee,kevin.lee584@gmail.com,(305) 292-9399,Miami,FL,34416,True,True,False,2020-02-23
CUS00586,Amanda,White,amanda.white585@gmail.com,(727) 251-2731,Fort Lauderdale,FL,34211,True,True,False,2022-08-09
CUS00587,Brian,Clark,brian.clark586@gmail.com,(239) 977-4905,Clearwater,FL,34391,False,True,False,2021-01-26
CUS00588,Rachel,Robinson,rachel.robinson587@gmail.com,(941) 524-1832,Sarasota,FL,34545,True,True,False,2021-12-22
CUS00589,Jason,Johnson,jason.johnson588@gmail.com,(386) 753-1235,Lakeland,FL,32239,True,True,False,2022-12-11
CUS00590,Heather,Jones,heather.jones589@gmail.com,(772) 905-8260,Gainesville,FL,32876,True,True,False,2022-05-31
CUS00591,Eric,Davis,eric.davis590@gmail.com,(321) 353-1931,Tallahassee,FL,34095,True,True,False,2021-11-23
CUS00592,Lauren,Lopez,lauren.lopez591@gmail.com,(941) 818-3964,Pensacola,FL,33177,True,True,False,2023-10-29
CUS00593,Daniel,Anderson,daniel.anderson592@gmail.com,(407) 359-5458,Cape Coral,FL,32898,True,True,False,2022-06-26
CUS00594,Brittany,Moore,brittany.moore593@gmail.com,(321) 732-8756,Fort Myers,FL,32953,True,True,False,2023-06-01
CUS00595,Anthony,Lee,anthony.lee594@gmail.com,(407) 750-3972,Naples,FL,33758,True,True,False,2021-02-15
CUS00596,Amber,White,amber.white595@gmail.com,(239) 913-5750,Bonita Springs,FL,32108,False,True,False,2020-12-30
CUS00597,Mark,Clark,mark.clark596@gmail.com,(561) 688-1091,Bradenton,FL,33974,True,False,False,2020-03-26
CUS00598,Danielle,Robinson,danielle.robinson597@gmail.com,(321) 892-5342,Ocala,FL,34766,True,True,False,2020-01-12
CUS00599,Steven,Johnson,steven.johnson598@gmail.com,(754) 950-9499,Daytona Beach,FL,33567,True,True,False,2022-02-24
CUS00600,Crystal,Jones,crystal.jones599@gmail.com,(352) 978-6844,Melbourne,FL,32085,False,False,False,2020-12-24
CUS00601,James,Davis,james.davis600@gmail.com,(305) 261-7226,Tampa,FL,33434,True,True,False,2021-04-23
CUS00602,Maria,Lopez,maria.lopez601@gmail.com,(727) 924-1448,St. Petersburg,FL,34633,False,True,False,2020-05-24
CUS00603,David,Anderson,david.anderson602@gmail.com,(754) 777-1907,Orlando,FL,34365,True,True,False,2021-04-07
CUS00604,Ashley,Moore,ashley.moore603@gmail.com,(727) 439-6555,Jacksonville,FL,32696,True,True,False,2023-08-29
CUS00605,Robert,Lee,robert.lee604@gmail.com,(904) 426-8746,Miami,FL,33497,True,True,False,2022-07-17
CUS00606,Jennifer,White,jennifer.white605@gmail.com,(407) 622-7097,Fort Lauderdale,FL,32258,False,False,False,2020-12-28
CUS00607,Michael,Clark,michael.clark606@gmail.com,(772) 343-6017,Clearwater,FL,34703,True,True,False,2019-12-15
CUS00608,Jessica,Robinson,jessica.robinson607@gmail.com,(954) 462-4989,Sarasota,FL,32966,True,True,False,2020-11-07
CUS00609,William,Johnson,william.johnson608@gmail.com,(352) 237-1363,Lakeland,FL,34644,False,True,False,2022-06-15
CUS00610,Melissa,Jones,melissa.jones609@gmail.com,(850) 804-3367,Gainesville,FL,32983,False,True,False,2021-05-05
CUS00611,Carlos,Davis,carlos.davis610@gmail.com,(239) 224-1315,Tallahassee,FL,32476,False,False,False,2019-12-06
CUS00612,Stephanie,Lopez,stephanie.lopez611@gmail.com,(239) 216-1709,Pensacola,FL,34374,True,True,True,2022-05-13
CUS00613,Luis,Anderson,luis.anderson612@gmail.com,(386) 783-7761,Cape Coral,FL,32275,True,True,False,2020-09-22
CUS00614,Nicole,Moore,nicole.moore613@gmail.com,(863) 972-8341,Fort Myers,FL,33317,True,True,False,2022-05-30
CUS00615,Kevin,Lee,kevin.lee614@gmail.com,(754) 750-4890,Naples,FL,34419,False,False,False,2020-08-03
CUS00616,Amanda,White,amanda.white615@gmail.com,(386) 553-4060,Bonita Springs,FL,34115,False,True,False,2023-02-13
CUS00617,Brian,Clark,brian.clark616@gmail.com,(850) 374-7086,Bradenton,FL,32916,True,True,False,2020-11-30
CUS00618,Rachel,Robinson,rachel.robinson617@gmail.com,(954) 201-9610,Ocala,FL,34567,True,True,False,2022-12-28
CUS00619,Jason,Johnson,jason.johnson618@gmail.com,(850) 797-7823,Daytona Beach,FL,33019,False,True,False,2022-05-05
CUS00620,Heather,Jones,heather.jones619@gmail.com,(561) 200-6499,Melbourne,FL,33933,False,True,False,2022-03-11
CUS00621,Eric,Davis,eric.davis620@gmail.com,(863) 688-7131,Tampa,FL,33391,False,True,False,2022-10-19
CUS00622,Lauren,Lopez,lauren.lopez621@gmail.com,(352) 976-5011,St. Petersburg,FL,34755,False,True,False,2023-08-21
CUS00623,Daniel,Anderson,daniel.anderson622@gmail.com,(754) 847-7887,Orlando,FL,33583,False,True,False,2021-10-27
CUS00624,Brittany,Moore,brittany.moore623@gmail.com,(863) 604-9921,Jacksonville,FL,33296,True,True,False,2020-01-09
CUS00625,Anthony,Lee,anthony.lee624@gmail.com,(727) 587-1438,Miami,FL,34935,True,True,False,2023-11-08
CUS00626,Amber,White,amber.white625@gmail.com,(386) 835-6468,Fort Lauderdale,FL,32684,True,True,False,2022-07-18
CUS00627,Mark,Clark,mark.clark626@gmail.com,(941) 785-5896,Clearwater,FL,33620,True,True,False,2020-05-08
CUS00628,Danielle,Robinson,danielle.robinson627@gmail.com,(561) 583-9772,Sarasota,FL,34991,True,False,False,2021-04-25
CUS00629,Steven,Johnson,steven.johnson628@gmail.com,(754) 424-4095,Lakeland,FL,32443,True,True,False,2021-10-30
CUS00630,Crystal,Jones,crystal.jones629@gmail.com,(754) 939-5602,Gainesville,FL,33867,True,True,False,2023-08-13
CUS00631,James,Davis,james.davis630@gmail.com,(941) 909-2659,Tallahassee,FL,32879,False,False,False,2020-01-01
CUS00632,Maria,Lopez,maria.lopez631@gmail.com,(772) 868-3019,Pensacola,FL,32920,False,True,False,2020-05-04
CUS00633,David,Anderson,david.anderson632@gmail.com,(727) 425-3900,Cape Coral,FL,33793,False,True,False,2022-05-12
CUS00634,Ashley,Moore,ashley.moore633@gmail.com,(321) 258-1408,Fort Myers,FL,34296,False,True,False,2022-04-25
CUS00635,Robert,Lee,robert.lee634@gmail.com,(941) 918-8205,Naples,FL,34975,True,True,False,2022-05-07
CUS00636,Jennifer,White,jennifer.white635@gmail.com,(727) 842-1545,Bonita Springs,FL,32983,False,True,False,2022-01-02
CUS00637,Michael,Clark,michael.clark636@gmail.com,(954) 653-8824,Bradenton,FL,34227,False,True,False,2020-05-13
CUS00638,Jessica,Robinson,jessica.robinson637@gmail.com,(386) 303-1037,Ocala,FL,33503,True,False,True,2021-11-26
CUS00639,William,Johnson,william.johnson638@gmail.com,(321) 397-3218,Daytona Beach,FL,33836,True,True,False,2023-02-13
CUS00640,Melissa,Jones,melissa.jones639@gmail.com,(754) 691-1138,Melbourne,FL,34669,True,True,False,2022-07-02
CUS00641,Carlos,Davis,carlos.davis640@gmail.com,(321) 872-3884,Tampa,FL,32852,True,True,False,2020-01-14
CUS00642,Stephanie,Lopez,stephanie.lopez641@gmail.com,(321) 867-4624,St. Petersburg,FL,34004,True,False,False,2020-03-27
CUS00643,Luis,Anderson,luis.anderson642@gmail.com,(813) 314-2707,Orlando,FL,32608,False,True,False,2023-06-29
CUS00644,Nicole,Moore,nicole.moore643@gmail.com,(727) 670-3741,Jacksonville,FL,32185,False,True,False,2021-11-20
CUS00645,Kevin,Lee,kevin.lee644@gmail.com,(754) 715-3488,Miami,FL,34139,False,True,False,2023-10-19
CUS00646,Amanda,White,amanda.white645@gmail.com,(813) 803-3505,Fort Lauderdale,FL,33049,True,True,False,2020-11-06
CUS00647,Brian,Clark,brian.clark646@gmail.com,(386) 953-2891,Clearwater,FL,34731,True,True,False,2022-09-04
CUS00648,Rachel,Robinson,rachel.robinson647@gmail.com,(754) 326-8999,Sarasota,FL,33250,False,True,False,2020-03-28
CUS00649,Jason,Johnson,jason.johnson648@gmail.com,(941) 581-9009,Lakeland,FL,32737,True,True,False,2021-03-08
CUS00650,Heather,Jones,heather.jones649@gmail.com,(407) 302-9726,Gainesville,FL,33139,True,True,False,2020-12-10
CUS00651,Eric,Davis,eric.davis650@gmail.com,(386) 229-4112,Tallahassee,FL,34772,False,True,False,2020-09-25
CUS00652,Lauren,Lopez,lauren.lopez651@gmail.com,(386) 422-8894,Pensacola,FL,32159,False,True,False,2020-12-27
CUS00653,Daniel,Anderson,daniel.anderson652@gmail.com,(727) 272-2660,Cape Coral,FL,34282,True,False,False,2023-07-16
CUS00654,Brittany,Moore,brittany.moore653@gmail.com,(407) 504-7171,Fort Myers,FL,32116,True,True,False,2022-12-18
CUS00655,Anthony,Lee,anthony.lee654@gmail.com,(863) 991-4811,Naples,FL,32850,True,True,False,2022-09-18
CUS00656,Amber,White,amber.white655@gmail.com,(850) 905-1788,Bonita Springs,FL,32731,True,True,False,2023-08-06
CUS00657,Mark,Clark,mark.clark656@gmail.com,(321) 727-3981,Bradenton,FL,32722,True,True,False,2021-03-22
CUS00658,Danielle,Robinson,danielle.robinson657@gmail.com,(321) 805-9618,Ocala,FL,34975,False,False,False,2022-05-21
CUS00659,Steven,Johnson,steven.johnson658@gmail.com,(850) 527-8215,Daytona Beach,FL,34429,True,True,False,2020-02-27
CUS00660,Crystal,Jones,crystal.jones659@gmail.com,(813) 879-2337,Melbourne,FL,33293,False,True,False,2021-06-21
CUS00661,James,Davis,james.davis660@gmail.com,(352) 650-7385,Tampa,FL,32302,False,False,False,2020-11-14
CUS00662,Maria,Lopez,maria.lopez661@gmail.com,(813) 662-9133,St. Petersburg,FL,32501,False,True,False,2020-01-22
CUS00663,David,Anderson,david.anderson662@gmail.com,(863) 834-4970,Orlando,FL,33935,True,False,False,2023-01-26
CUS00664,Ashley,Moore,ashley.moore663@gmail.com,(239) 272-2005,Jacksonville,FL,34150,True,False,False,2021-08-01
CUS00665,Robert,Lee,robert.lee664@gmail.com,(352) 885-1763,Miami,FL,34232,True,True,False,2021-11-10
CUS00666,Jennifer,White,jennifer.white665@gmail.com,(407) 474-5329,Fort Lauderdale,FL,32784,True,False,False,2023-04-24
CUS00667,Michael,Clark,michael.clark666@gmail.com,(954) 580-3941,Clearwater,FL,33211,True,True,False,2023-07-25
CUS00668,Jessica,Robinson,jessica.robinson667@gmail.com,(904) 609-3002,Sarasota,FL,33010,True,True,False,2022-06-06
CUS00669,William,Johnson,william.johnson668@gmail.com,(954) 520-7125,Lakeland,FL,33984,False,True,False,2020-08-16
CUS00670,Melissa,Jones,melissa.jones669@gmail.com,(772) 262-8280,Gainesville,FL,34273,False,True,False,2022-10-17
CUS00671,Carlos,Davis,carlos.davis670@gmail.com,(941) 534-3035,Tallahassee,FL,33068,False,False,False,2021-10-22
CUS00672,Stephanie,Lopez,stephanie.lopez671@gmail.com,(941) 478-6584,Pensacola,FL,34093,True,True,False,2020-08-04
CUS00673,Luis,Anderson,luis.anderson672@gmail.com,(321) 280-6060,Cape Coral,FL,32356,True,True,False,2021-04-16
CUS00674,Nicole,Moore,nicole.moore673@gmail.com,(239) 418-2182,Fort Myers,FL,32046,True,True,False,2022-10-27
CUS00675,Kevin,Lee,kevin.lee674@gmail.com,(239) 240-2416,Naples,FL,33358,True,False,False,2021-03-28
CUS00676,Amanda,White,amanda.white675@gmail.com,(941) 653-8564,Bonita Springs,FL,32412,True,True,False,2022-09-02
CUS00677,Brian,Clark,brian.clark676@gmail.com,(561) 991-4849,Bradenton,FL,32236,True,True,False,2022-10-17
CUS00678,Rachel,Robinson,rachel.robinson677@gmail.com,(561) 701-1962,Ocala,FL,33614,True,True,False,2022-10-08
CUS00679,Jason,Johnson,jason.johnson678@gmail.com,(386) 303-3950,Daytona Beach,FL,34408,True,True,False,2020-02-25
CUS00680,Heather,Jones,heather.jones679@gmail.com,(863) 530-6092,Melbourne,FL,33410,True,True,False,2019-12-14
CUS00681,Eric,Davis,eric.davis680@gmail.com,(239) 807-8154,Tampa,FL,33308,True,True,False,2022-10-12
CUS00682,Lauren,Lopez,lauren.lopez681@gmail.com,(305) 685-1379,St. Petersburg,FL,34876,True,True,False,2021-11-04
CUS00683,Daniel,Anderson,daniel.anderson682@gmail.com,(352) 258-3549,Orlando,FL,33586,True,True,False,2022-03-19
CUS00684,Brittany,Moore,brittany.moore683@gmail.com,(727) 682-3367,Jacksonville,FL,32659,False,True,False,2022-03-03
CUS00685,Anthony,Lee,anthony.lee684@gmail.com,(305) 212-5229,Miami,FL,34429,True,True,False,2023-10-22
CUS00686,Amber,White,amber.white685@gmail.com,(754) 458-3502,Fort Lauderdale,FL,33690,True,True,False,2023-05-11
CUS00687,Mark,Clark,mark.clark686@gmail.com,(407) 873-2833,Clearwater,FL,32489,True,False,False,2023-06-21
CUS00688,Danielle,Robinson,danielle.robinson687@gmail.com,(352) 201-2399,Sarasota,FL,34857,True,True,False,2021-10-24
CUS00689,Steven,Johnson,steven.johnson688@gmail.com,(941) 573-7415,Lakeland,FL,34635,False,True,False,2022-01-20
CUS00690,Crystal,Jones,crystal.jones689@gmail.com,(305) 878-8473,Gainesville,FL,34785,True,True,False,2021-12-22
CUS00691,James,Davis,james.davis690@gmail.com,(754) 768-5707,Tallahassee,FL,34518,True,True,False,2020-03-12
CUS00692,Maria,Lopez,maria.lopez691@gmail.com,(904) 306-5910,Pensacola,FL,32576,True,True,False,2022-12-22
CUS00693,David,Anderson,david.anderson692@gmail.com,(754) 283-4368,Cape Coral,FL,33516,False,False,False,2021-03-24
CUS00694,Ashley,Moore,ashley.moore693@gmail.com,(850) 855-2418,Fort Myers,FL,33533,True,False,False,2021-09-12
CUS00695,Robert,Lee,robert.lee694@gmail.com,(561) 342-3743,Naples,FL,33211,True,True,False,2021-10-30
CUS00696,Jennifer,White,jennifer.white695@gmail.com,(727) 374-8782,Bonita Springs,FL,34599,True,False,False,2022-08-26
CUS00697,Michael,Clark,michael.clark696@gmail.com,(754) 398-5828,Bradenton,FL,34240,True,False,False,2020-08-01
CUS00698,Jessica,Robinson,jessica.robinson697@gmail.com,(863) 668-3118,Ocala,FL,33529,True,True,False,2022-02-11
CUS00699,William,Johnson,william.johnson698@gmail.com,(407) 431-6841,Daytona Beach,FL,33212,True,True,False,2021-11-30
CUS00700,Melissa,Jones,melissa.jones699@gmail.com,(904) 352-3916,Melbourne,FL,33824,True,False,False,2020-12-04
CUS00701,Carlos,Davis,carlos.davis700@gmail.com,(305) 892-8880,Tampa,FL,34568,True,False,False,2022-09-24
CUS00702,Stephanie,Lopez,stephanie.lopez701@gmail.com,(863) 771-2006,St. Petersburg,FL,32206,True,False,False,2021-03-25
CUS00703,Luis,Anderson,luis.anderson702@gmail.com,(305) 246-4563,Orlando,FL,33016,True,True,False,2022-08-25
CUS00704,Nicole,Moore,nicole.moore703@gmail.com,(941) 475-4022,Jacksonville,FL,32270,True,True,False,2023-08-22
CUS00705,Kevin,Lee,kevin.lee704@gmail.com,(321) 702-9583,Miami,FL,33718,True,True,False,2023-05-03
CUS00706,Amanda,White,amanda.white705@gmail.com,(813) 361-9184,Fort Lauderdale,FL,32164,True,True,False,2022-06-03
CUS00707,Brian,Clark,brian.clark706@gmail.com,(305) 676-4968,Clearwater,FL,32157,True,True,False,2021-07-30
CUS00708,Rachel,Robinson,rachel.robinson707@gmail.com,(561) 375-2207,Sarasota,FL,33399,False,False,False,2021-09-25
CUS00709,Jason,Johnson,jason.johnson708@gmail.com,(561) 775-1726,Lakeland,FL,34519,True,True,False,2022-08-14
CUS00710,Heather,Jones,heather.jones709@gmail.com,(904) 562-7463,Gainesville,FL,33018,True,True,False,2020-02-11
CUS00711,Eric,Davis,eric.davis710@gmail.com,(904) 530-3168,Tallahassee,FL,32903,True,True,False,2021-10-02
CUS00712,Lauren,Lopez,lauren.lopez711@gmail.com,(561) 329-3178,Pensacola,FL,33836,True,True,False,2021-09-14
CUS00713,Daniel,Anderson,daniel.anderson712@gmail.com,(239) 539-6085,Cape Coral,FL,32759,True,True,False,2021-09-17
CUS00714,Brittany,Moore,brittany.moore713@gmail.com,(407) 776-9053,Fort Myers,FL,32664,True,True,False,2020-12-20
CUS00715,Anthony,Lee,anthony.lee714@gmail.com,(863) 402-9521,Naples,FL,33306,True,True,False,2021-04-17
CUS00716,Amber,White,amber.white715@gmail.com,(561) 608-2620,Bonita Springs,FL,33064,True,True,False,2023-09-02
CUS00717,Mark,Clark,mark.clark716@gmail.com,(561) 724-3819,Bradenton,FL,34462,True,True,False,2020-07-05
CUS00718,Danielle,Robinson,danielle.robinson717@gmail.com,(754) 802-7257,Ocala,FL,32405,False,True,False,2021-04-05
CUS00719,Steven,Johnson,steven.johnson718@gmail.com,(352) 473-3385,Daytona Beach,FL,33005,False,False,False,2022-06-11
CUS00720,Crystal,Jones,crystal.jones719@gmail.com,(321) 637-5417,Melbourne,FL,33345,False,True,False,2022-09-02
CUS00721,James,Davis,james.davis720@gmail.com,(954) 294-4555,Tampa,FL,33272,False,True,False,2020-09-12
CUS00722,Maria,Lopez,maria.lopez721@gmail.com,(727) 668-2876,St. Petersburg,FL,32356,False,True,False,2020-08-18
CUS00723,David,Anderson,david.anderson722@gmail.com,(941) 904-2628,Orlando,FL,34307,True,True,False,2022-05-04
CUS00724,Ashley,Moore,ashley.moore723@gmail.com,(305) 223-8327,Jacksonville,FL,33219,True,True,False,2020-03-01
CUS00725,Robert,Lee,robert.lee724@gmail.com,(727) 333-4324,Miami,FL,33004,False,True,False,2022-10-25
CUS00726,Jennifer,White,jennifer.white725@gmail.com,(941) 937-3676,Fort Lauderdale,FL,33617,True,True,False,2021-12-30
CUS00727,Michael,Clark,michael.clark726@gmail.com,(305) 795-7882,Clearwater,FL,33723,True,True,False,2020-07-21
CUS00728,Jessica,Robinson,jessica.robinson727@gmail.com,(352) 672-2335,Sarasota,FL,33864,True,False,False,2021-07-19
CUS00729,William,Johnson,william.johnson728@gmail.com,(813) 550-6036,Lakeland,FL,33412,False,True,False,2022-09-09
CUS00730,Melissa,Jones,melissa.jones729@gmail.com,(239) 781-6306,Gainesville,FL,34745,True,True,False,2020-05-01
CUS00731,Carlos,Davis,carlos.davis730@gmail.com,(863) 687-5502,Tallahassee,FL,33018,True,True,False,2020-10-29
CUS00732,Stephanie,Lopez,stephanie.lopez731@gmail.com,(954) 454-5692,Pensacola,FL,33450,False,True,False,2022-04-16
CUS00733,Luis,Anderson,luis.anderson732@gmail.com,(561) 537-9967,Cape Coral,FL,33833,True,True,False,2023-04-22
CUS00734,Nicole,Moore,nicole.moore733@gmail.com,(754) 925-6740,Fort Myers,FL,34192,True,True,False,2023-05-06
CUS00735,Kevin,Lee,kevin.lee734@gmail.com,(754) 474-1183,Naples,FL,32374,False,True,False,2021-11-23
CUS00736,Amanda,White,amanda.white735@gmail.com,(813) 511-1003,Bonita Springs,FL,33586,True,True,False,2022-03-16
CUS00737,Brian,Clark,brian.clark736@gmail.com,(386) 247-1281,Bradenton,FL,32296,True,True,False,2021-02-20
CUS00738,Rachel,Robinson,rachel.robinson737@gmail.com,(727) 629-3969,Ocala,FL,33313,True,True,True,2022-04-07
CUS00739,Jason,Johnson,jason.johnson738@gmail.com,(941) 229-1639,Daytona Beach,FL,34037,True,True,False,2022-02-07
CUS00740,Heather,Jones,heather.jones739@gmail.com,(754) 887-3848,Melbourne,FL,33188,True,True,True,2019-12-09
CUS00741,Eric,Davis,eric.davis740@gmail.com,(561) 518-5827,Tampa,FL,33916,False,True,False,2022-01-26
CUS00742,Lauren,Lopez,lauren.lopez741@gmail.com,(386) 435-7427,St. Petersburg,FL,34366,True,True,False,2020-02-28
CUS00743,Daniel,Anderson,daniel.anderson742@gmail.com,(813) 742-9088,Orlando,FL,32550,True,True,False,2020-12-30
CUS00744,Brittany,Moore,brittany.moore743@gmail.com,(727) 934-9722,Jacksonville,FL,34419,True,True,False,2020-02-07
CUS00745,Anthony,Lee,anthony.lee744@gmail.com,(727) 388-1726,Miami,FL,33235,True,True,False,2021-01-02
CUS00746,Amber,White,amber.white745@gmail.com,(954) 614-9370,Fort Lauderdale,FL,32352,False,True,False,2021-03-04
CUS00747,Mark,Clark,mark.clark746@gmail.com,(352) 256-8255,Clearwater,FL,34541,True,True,False,2023-06-30
CUS00748,Danielle,Robinson,danielle.robinson747@gmail.com,(352) 351-7124,Sarasota,FL,32184,True,True,False,2022-12-16
CUS00749,Steven,Johnson,steven.johnson748@gmail.com,(407) 252-5043,Lakeland,FL,32781,True,True,False,2023-06-19
